VAR,Variable,ICU_Type,Statistics_Type,UNIT,Measure,COU,Country,Continent,Year,OBS_VALUE,OBS_STATUS
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2020,0.04,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2020,0.3,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2020,0.19,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,CRI,Costa Rica,North America,2020,0.08,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2020,18.23,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,BEL,Belgium,Europe,2020,35.65,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2020,0.6,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,BEL,Belgium,Europe,2020,20.64,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,BEL,Belgium,Europe,2020,0.03,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2020,6.35,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2020,0.12,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,USA,United States,North America,2020,21.24,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2020,2.25,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,MEX,Mexico,North America,2020,7.65,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,USA,United States,North America,2020,0.3,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2020,0.2,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2020,15.69,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2020,13.93,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,GRC,Greece,Europe,2020,19.98,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CZE,Czechia,Europe,2020,55.1,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2020,0.02,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,PRT,Portugal,Europe,2020,51.57,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2020,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2020,20.42,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2020,0.27,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2020,0.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2020,4.95,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2020,20.94,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,DEU,Germany,Europe,2020,69.9,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,USA,United States,North America,2020,29.53,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2020,0.28,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2020,1.24,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2020,0.08,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2020,4.31,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2020,0.21,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2020,52.7,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2020,0.24,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,CRI,Costa Rica,North America,2020,8.1,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,KOR,Korea,Asia,2020,0.04,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,KOR,Korea,Asia,2020,58.7,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2020,0.13,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,GRC,Greece,Europe,2020,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2020,0.02,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,BEL,Belgium,Europe,2020,0.36,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2020,14.83,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2020,0.71,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2020,0.02,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2020,0.79,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,LUX,Luxembourg,Europe,2020,20.94,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,BEL,Belgium,Europe,2020,3.29,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,HUN,Hungary,Europe,2020,88.63,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2020,0.01,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,FIN,Finland,Europe,2020,0.09,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,LUX,Luxembourg,Europe,2020,0.03,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,EST,Estonia,Europe,2020,38.7,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,BEL,Belgium,Europe,2020,0.17,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2020,18.98,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2020,22.41,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ITA,Italy,Europe,2020,11.56,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2020,85.11,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2020,0.44,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2020,25.55,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2020,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2020,10.44,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2020,0.03,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2020,4.67,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,CZE,Czechia,Europe,2020,7.8,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2020,0.09,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,FRA,France,Europe,2020,82.78,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2020,0.05,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2020,0.28,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2020,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2020,33.19,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2020,3.61,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2020,12.3,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2020,0.1,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2020,11.64,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,KOR,Korea,Asia,2020,0.17,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CZE,Czechia,Europe,2020,63.7,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2020,2.35,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2020,0.08,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2020,0.15,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2020,0.16,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CHE,Switzerland,Europe,2020,77.47,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2020,0.34,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,USA,United States,North America,2020,1.5,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2020,20.89,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2020,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2020,2.04,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2020,16.87,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2020,0.02,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,USA,United States,North America,2020,0.07,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2020,57.2,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,USA,United States,North America,2020,0.05,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2020,10.3,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2020,0.05,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,LVA,Latvia,Europe,2020,12.73,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,CRI,Costa Rica,North America,2020,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2020,20.81,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2020,0.17,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2020,22.22,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2020,0.22,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2020,1.79,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,USA,United States,North America,2020,0.02,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ITA,Italy,Europe,2020,0.12,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2020,0.1,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2020,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2020,0.26,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2020,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2020,28.23,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,NLD,Netherlands,Europe,2020,13.76,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,FIN,Finland,Europe,2020,57.4,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2020,0.33,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2020,0.04,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2020,0.12,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2020,13.32,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2020,8.23,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2020,8.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2020,7.52,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2017,31.78,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,LTU,Lithuania,Europe,2017,63.41,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,9.62,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,FRA,France,Europe,2017,1.67,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2017,0.16,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,MEX,Mexico,North America,2017,0.07,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,9.98,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2017,0.03,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2017,16.82,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2017,0.49,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.21,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2017,0.28,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.02,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2017,2.47,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2017,0.34,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.1,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2017,30.37,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,NLD,Netherlands,Europe,2017,6.95,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2017,11.43,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2017,23.4,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2017,3.34,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2017,0.07,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2017,9.31,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,TUR,Türkiye,Asia,2017,72.57,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2017,0.03,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2017,1.34,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2017,0.13,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,IRL,Ireland,Europe,2017,91,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,FIN,Finland,Europe,2017,5.45,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2017,73.3,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2017,0.01,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,NLD,Netherlands,Europe,2017,0.07,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUS,Australia,Oceania,2017,68.2,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2017,28.3,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2017,0.45,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,NLD,Netherlands,Europe,2017,69,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2017,10.24,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2017,1.7,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2017,2.48,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2017,27.61,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,LVA,Latvia,Europe,2017,69.41,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2017,0.03,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2017,0.13,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2017,0.21,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,LVA,Latvia,Europe,2017,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,9.46,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2017,9.09,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2017,16.31,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUT,Austria,Europe,2017,74.51,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,EST,Estonia,Europe,2017,0.38,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,FRA,France,Europe,2017,2.89,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.1,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,NLD,Netherlands,Europe,2017,12,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2017,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2017,0.07,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2017,0.04,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2017,0.3,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2017,0.18,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2017,0.61,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2017,0.08,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2017,2.37,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,MEX,Mexico,North America,2017,6.94,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2017,14.92,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2017,13.31,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2017,0.02,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,PRT,Portugal,Europe,2017,62.27,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2017,0.02,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2017,0.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2017,4.7,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2017,0.27,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,DEU,Germany,Europe,2017,80.1,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2017,1.16,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2017,4.22,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2017,0.11,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2017,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2017,11.49,A
