STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.85,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.09,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ZAF,South Africa,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ZAF,South Africa,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,1.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,1.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LUX,Luxembourg,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LUX,Luxembourg,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,1.28,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,1.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LUX,Luxembourg,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,1.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,1.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.1,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.1,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.1,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.13,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.13,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,0.13,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.12,,,,E,Estimated value,B,Time series break,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.09,,,,E,Estimated value,B,Time series break,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.09,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,USA,United States,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,USA,United States,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,USA,United States,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,USA,United States,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPMP,Specialist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,1.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,1.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,1.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,1.16,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,1.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,1.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENE,Generalist medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,1.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.04,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.04,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.03,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.03,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.03,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTSP,Other specialists not elsewhere classified,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.04,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,BEL,Belgium,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.13,,,,,,,,,,,,,
